1.041000080108642578e+01,8.669000625610351562e+00,8.147000312805175781e+00,8.421000480651855469e+00,8.620000839233398438e+00,1.153500080108642578e+01,1.106400012969970703e+01,1.102400016784667969e+01,9.630000114440917969e+00,9.893000602722167969e+00
9.313000679016113281e+00,1.081200027465820312e+01,1.098300075531005859e+01,1.171000099182128906e+01,8.950000762939453125e+00,9.089000701904296875e+00,1.058600044250488281e+01,1.049500083923339844e+01,9.728000640869140625e+00,9.584000587463378906e+00
1.033400058746337891e+01,1.103200054168701172e+01,9.756000518798828125e+00,1.069100093841552734e+01,1.072700023651123047e+01,1.020100021362304688e+01,1.014900016784667969e+01,8.825000762939453125e+00,9.194000244140625000e+00,8.487000465393066406e+00
1.018700027465820312e+01,1.008500003814697266e+01,8.973999977111816406e+00,9.844000816345214844e+00,7.992000579833984375e+00,9.954000473022460938e+00,9.426000595092773438e+00,1.081800079345703125e+01,8.855000495910644531e+00,1.088300037384033203e+01
8.775000572204589844e+00,1.131800079345703125e+01,9.644000053405761719e+00,9.053000450134277344e+00,1.073600006103515625e+01,1.083300018310546875e+01,8.393000602722167969e+00,9.172000885009765625e+00,9.714000701904296875e+00,9.913000106811523438e+00
9.711000442504882812e+00,1.026300048828125000e+01,1.062400054931640625e+01,9.625000000000000000e+00,1.147600078582763672e+01,7.454000473022460938e+00,9.817000389099121094e+00,1.019400024414062500e+01,9.453000068664550781e+00,9.732000350952148438e+00
9.335000038146972656e+00,1.014500045776367188e+01,9.323000907897949219e+00,1.011200046539306641e+01,9.226000785827636719e+00,1.110300064086914062e+01,9.990000724792480469e+00,1.037000083923339844e+01,1.079600048065185547e+01,8.699000358581542969e+00
9.591000556945800781e+00,9.640000343322753906e+00,9.300000190734863281e+00,9.003000259399414062e+00,9.162000656127929688e+00,1.092100048065185547e+01,1.001300048828125000e+01,1.014900016784667969e+01,8.008000373840332031e+00,1.106100082397460938e+01
8.985000610351562500e+00,1.071100044250488281e+01,7.780000209808349609e+00,1.000300025939941406e+01,1.025800037384033203e+01,9.473999977111816406e+00,9.511000633239746094e+00,1.126300048828125000e+01,8.928000450134277344e+00,1.165500068664550781e+01
9.021000862121582031e+00,1.151700019836425781e+01,1.047300052642822266e+01,1.122000026702880859e+01,1.019300079345703125e+01,1.046800041198730469e+01,1.052500057220458984e+01,1.074200057983398438e+01,9.141000747680664062e+00,1.016000080108642578e+01
9.752000808715820312e+00,7.773000240325927734e+00,1.242100048065185547e+01,8.914000511169433594e+00,8.853000640869140625e+00,8.688000679016113281e+00,1.000800037384033203e+01,1.010900020599365234e+01,1.059400081634521484e+01,9.321000099182128906e+00
9.297000885009765625e+00,9.464000701904296875e+00,1.172700023651123047e+01,9.434000015258789062e+00,1.152100086212158203e+01,1.056500053405761719e+01,1.006000041961669922e+01,9.098000526428222656e+00,9.063000679016113281e+00,1.035900020599365234e+01
1.009400081634521484e+01,8.426000595092773438e+00,9.503000259399414062e+00,8.553000450134277344e+00,9.977000236511230469e+00,9.163000106811523438e+00,9.608000755310058594e+00,9.916000366210937500e+00,9.357000350952148438e+00,9.500000000000000000e+00
8.878000259399414062e+00,1.047400093078613281e+01,1.172900009155273438e+01,9.545000076293945312e+00,9.964000701904296875e+00,9.747000694274902344e+00,7.967000484466552734e+00,8.384000778198242188e+00,7.985000610351562500e+00,1.009300041198730469e+01
1.098200035095214844e+01,9.922000885009765625e+00,1.067500019073486328e+01,1.117300033569335938e+01,1.050200080871582031e+01,9.297000885009765625e+00,1.133900070190429688e+01,9.070000648498535156e+00,1.181300067901611328e+01,9.596000671386718750e+00
1.007700061798095703e+01,9.656000137329101562e+00,1.068500041961669922e+01,1.078000068664550781e+01,1.061200046539306641e+01,1.115300083160400391e+01,9.391000747680664062e+00,1.039300060272216797e+01,9.959000587463378906e+00,8.055000305175781250e+00
7.821000576019287109e+00,1.063000011444091797e+01,9.999000549316406250e+00,9.576000213623046875e+00,1.156400012969970703e+01,9.877000808715820312e+00,9.869000434875488281e+00,1.173700046539306641e+01,1.068000030517578125e+01,1.286400032043457031e+01
1.198300075531005859e+01,8.469000816345214844e+00,1.178600025177001953e+01,8.518000602722167969e+00,9.217000007629394531e+00,1.081700038909912109e+01,1.065900039672851562e+01,1.112000083923339844e+01,9.552000045776367188e+00,1.100600051879882812e+01
1.156300067901611328e+01,1.024900054931640625e+01,1.088700008392333984e+01,1.040500068664550781e+01,9.110000610351562500e+00,9.817000389099121094e+00,9.226000785827636719e+00,9.989000320434570312e+00,9.184000015258789062e+00,1.019800090789794922e+01
1.172000026702880859e+01,1.156600093841552734e+01,1.128600025177001953e+01,9.687000274658203125e+00,1.114400005340576172e+01,1.013400077819824219e+01,9.548000335693359375e+00,1.234700012207031250e+01,1.112100028991699219e+01,1.090900039672851562e+01
9.831000328063964844e+00,8.904000282287597656e+00,1.008600044250488281e+01,1.005100059509277344e+01,1.013500022888183594e+01,9.996000289916992188e+00,1.304100036621093750e+01,9.954000473022460938e+00,1.027700042724609375e+01,9.820000648498535156e+00
1.039500045776367188e+01,1.166600036621093750e+01,1.091700077056884766e+01,1.085000038146972656e+01,9.985000610351562500e+00,1.298400020599365234e+01,9.560000419616699219e+00,1.135000038146972656e+01,1.038000011444091797e+01,1.034900093078613281e+01
9.544000625610351562e+00,8.535000801086425781e+00,1.140900039672851562e+01,1.059900093078613281e+01,1.041900062561035156e+01,1.007200050354003906e+01,9.826000213623046875e+00,1.099600028991699219e+01,1.186400032043457031e+01,1.111900043487548828e+01
9.120000839233398438e+00,9.039999961853027344e+00,1.041300010681152344e+01,9.799000740051269531e+00,1.013200092315673828e+01,1.149600028991699219e+01,9.561000823974609375e+00,9.852000236511230469e+00,1.047000026702880859e+01,1.093800067901611328e+01
8.313000679016113281e+00,9.347000122070312500e+00,9.994000434875488281e+00,8.306000709533691406e+00,1.097700023651123047e+01,1.167200088500976562e+01,1.009600067138671875e+01,9.218000411987304688e+00,1.035600090026855469e+01,9.986000061035156250e+00
8.881000518798828125e+00,8.744000434875488281e+00,1.036600017547607422e+01,1.053000068664550781e+01,1.141600036621093750e+01,1.024200057983398438e+01,1.048800086975097656e+01,1.146300029754638672e+01,1.076300048828125000e+01,1.119700050354003906e+01
9.944000244140625000e+00,1.049600028991699219e+01,1.014000034332275391e+01,9.383000373840332031e+00,1.120100021362304688e+01,1.147500038146972656e+01,9.666000366210937500e+00,1.235300064086914062e+01,9.247000694274902344e+00,1.039700031280517578e+01
9.172000885009765625e+00,9.400000572204589844e+00,1.080800056457519531e+01,8.548000335693359375e+00,1.134800052642822266e+01,1.119600009918212891e+01,8.942000389099121094e+00,1.165600013732910156e+01,1.080900096893310547e+01,1.056700038909912109e+01
8.897000312805175781e+00,1.054000091552734375e+01,1.038300037384033203e+01,9.646000862121582031e+00,9.156000137329101562e+00,1.046600055694580078e+01,1.077500057220458984e+01,8.506999969482421875e+00,1.059400081634521484e+01,8.945000648498535156e+00
9.635000228881835938e+00,1.005700016021728516e+01,1.074600028991699219e+01,1.023900032043457031e+01,1.311500072479248047e+01,8.072000503540039062e+00,7.950000286102294922e+00,1.158500099182128906e+01,1.116400051116943359e+01,8.978000640869140625e+00
1.021500015258789062e+01,1.194000053405761719e+01,9.503000259399414062e+00,9.458000183105468750e+00,1.051700019836425781e+01,1.086700057983398438e+01,1.023600006103515625e+01,1.052500057220458984e+01,1.018200016021728516e+01,7.784000396728515625e+00
1.272500038146972656e+01,7.974000453948974609e+00,6.264000415802001953e+00,9.874000549316406250e+00,1.006200027465820312e+01,1.030600070953369141e+01,9.959000587463378906e+00,8.425000190734863281e+00,9.271000862121582031e+00,9.168000221252441406e+00
9.550000190734863281e+00,9.433000564575195312e+00,1.202000045776367188e+01,9.578000068664550781e+00,1.140300083160400391e+01,8.135000228881835938e+00,9.360000610351562500e+00,8.792000770568847656e+00,1.031700038909912109e+01,1.034500026702880859e+01
9.303000450134277344e+00,9.655000686645507812e+00,1.098600006103515625e+01,8.877000808715820312e+00,1.158600044250488281e+01,1.026700019836425781e+01,8.830000877380371094e+00,1.026700019836425781e+01,8.697000503540039062e+00,1.085600090026855469e+01
1.108900070190429688e+01,1.168800067901611328e+01,1.026400089263916016e+01,1.068000030517578125e+01,1.061500072479248047e+01,1.046500015258789062e+01,9.932000160217285156e+00,1.030400085449218750e+01,1.169800090789794922e+01,7.987000465393066406e+00
1.076300048828125000e+01,7.843000411987304688e+00,8.207000732421875000e+00,1.059300041198730469e+01,9.639000892639160156e+00,8.718000411987304688e+00,8.810000419616699219e+00,1.027300071716308594e+01,1.159500026702880859e+01,8.788000106811523438e+00
1.003100013732910156e+01,9.558000564575195312e+00,1.059000015258789062e+01,1.034700012207031250e+01,1.114900016784667969e+01,9.457000732421875000e+00,1.002300071716308594e+01,9.803000450134277344e+00,1.057500076293945312e+01,1.053400039672851562e+01
1.038900089263916016e+01,8.443000793457031250e+00,1.255200099945068359e+01,1.141000080108642578e+01,7.916000366210937500e+00,1.120300006866455078e+01,1.059700012207031250e+01,8.513999938964843750e+00,9.904000282287597656e+00,8.563000679016113281e+00
1.057700061798095703e+01,1.093600082397460938e+01,1.146400070190429688e+01,1.061400032043457031e+01,1.155600070953369141e+01,1.094600009918212891e+01,9.318000793457031250e+00,1.011600017547607422e+01,9.698000907897949219e+00,1.068700027465820312e+01
1.081400012969970703e+01,1.147600078582763672e+01,1.034900093078613281e+01,1.035400009155273438e+01,9.941000938415527344e+00,1.134900093078613281e+01,9.525000572204589844e+00,9.205000877380371094e+00,1.195500087738037109e+01,1.069900035858154297e+01
1.169200038909912109e+01,1.105500030517578125e+01,9.805000305175781250e+00,1.025000095367431641e+01,9.939000129699707031e+00,1.042200088500976562e+01,1.044200038909912109e+01,9.222000122070312500e+00,1.190200042724609375e+01,9.102000236511230469e+00
1.051500034332275391e+01,9.832000732421875000e+00,1.184200096130371094e+01,1.166500091552734375e+01,7.618000507354736328e+00,1.132000064849853516e+01,1.113000011444091797e+01,8.806000709533691406e+00,1.123200035095214844e+01,9.399000167846679688e+00
1.203000068664550781e+01,9.401000022888183594e+00,9.492000579833984375e+00,1.150400066375732422e+01,1.130500030517578125e+01,1.109600067138671875e+01,8.657000541687011719e+00,8.344000816345214844e+00,1.101100063323974609e+01,9.893000602722167969e+00
9.483000755310058594e+00,1.081800079345703125e+01,1.164800071716308594e+01,1.031600093841552734e+01,8.934000015258789062e+00,9.941000938415527344e+00,1.030800056457519531e+01,9.961000442504882812e+00,1.124700069427490234e+01,9.065000534057617188e+00
1.049900054931640625e+01,8.905000686645507812e+00,9.807000160217285156e+00,1.111900043487548828e+01,1.166600036621093750e+01,9.476000785827636719e+00,1.069900035858154297e+01,9.720000267028808594e+00,9.447000503540039062e+00,8.535000801086425781e+00
8.218000411987304688e+00,8.804000854492187500e+00,1.119800090789794922e+01,8.352000236511230469e+00,9.875000000000000000e+00,9.888000488281250000e+00,9.627000808715820312e+00,9.840000152587890625e+00,9.233000755310058594e+00,1.043400096893310547e+01
9.196000099182128906e+00,1.037200069427490234e+01,1.143100070953369141e+01,9.923000335693359375e+00,8.539000511169433594e+00,1.115700054168701172e+01,9.895000457763671875e+00,1.232900047302246094e+01,7.673000335693359375e+00,9.787000656127929688e+00
1.232000064849853516e+01,1.002900028228759766e+01,9.970000267028808594e+00,8.213000297546386719e+00,1.000800037384033203e+01,8.395000457763671875e+00,9.946000099182128906e+00,1.140600013732910156e+01,1.028900051116943359e+01,1.026600074768066406e+01
9.108000755310058594e+00,7.315000534057617188e+00,9.532999992370605469e+00,9.470000267028808594e+00,1.227600097656250000e+01,1.043800067901611328e+01,1.115900039672851562e+01,1.080200004577636719e+01,9.688000679016113281e+00,1.223400020599365234e+01
9.953000068664550781e+00,9.190000534057617188e+00,8.112999916076660156e+00,9.681000709533691406e+00,9.374000549316406250e+00,1.000800037384033203e+01,8.983000755310058594e+00,1.058200073242187500e+01,1.071500015258789062e+01,1.034400081634521484e+01
8.008000373840332031e+00,9.032999992370605469e+00,1.086800098419189453e+01,9.344000816345214844e+00,9.407000541687011719e+00,1.147600078582763672e+01,1.085300064086914062e+01,9.464000701904296875e+00,1.071400070190429688e+01,1.040900039672851562e+01
8.955000877380371094e+00,1.183000087738037109e+01,1.058100032806396484e+01,1.055800056457519531e+01,8.013000488281250000e+00,1.030700016021728516e+01,8.142000198364257812e+00,1.093200016021728516e+01,1.112100028991699219e+01,9.112000465393066406e+00
